objectid,nomor_lokasi,nama_objek,kecamatan,kabupaten,provinsi,komoditi,status_penyelidikan,jenis_izin,bijih_terbukti,logam_terbukti,luas_wilayah,kategori_luas,license_status,durasi_izin_tahun,tanggal_berlaku_sk,tanggal_berakhir_sk,latitude,longitude,jarak_pelabuhan_km,jarak_jalan_km,jarak_smelter_km,kategori_akses_pelabuhan,produksi_tahunan_ton,produksi_aktual_harian_ton,target_produksi_harian_ton,pencapaian_pct,status_pencapaian,biaya_penambangan_per_ton,biaya_pengangkutan_per_ton,biaya_penanganan_pelabuhan_per_ton,biaya_pemrosesan_smelter_per_ton,aisc_per_ton,pct_biaya_penambangan,pct_biaya_smelter,pct_biaya_angkut,pct_biaya_pelabuhan,jenis_kontrak,pembeli_offtaker,harga_nikel_historis_per_ton,nilai_tukar_rp_usd,capex_opex,margin_kotor_per_ton,status_profitabilitas,jumlah_ekskavator,jumlah_truk_tambang,konsumsi_bbm_liter,jam_downtime,ketersediaan_fisik_pa_pct,penggunaan_ketersediaan_ua_pct,ton_per_ekskavator,ton_per_truk,jumlah_insiden,indikator_fatalitas,ltifr,trifr,kategori_k3
1577,2555000000,Nikel Tapunggaya 2,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,3000000,4800,106.0,Kecil (<1000 Ha),Active,20.0,2011-10-31,2031-10-21,-3.3867,122.3632,6771.98,2244.52,38745.13,Jauh (>150 km),1748389,3138,3183,98.59,Hampir Tercapai,266432,105398,52827,439153,863810,30.8,50.8,12.2,6.1,Spot Contract,PT IWIP,300299525,16012,CAPEX,299435715,Profitable,19,44,8105,36.9,92.82,76.43,92020.0,39736.0,2,Tidak,0.45,1.89,Perlu Perhatian
1428,1419000000,Nikel Talaga Besar,TALAGARAYA,BUTON TENGAH,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,22300000,276297,283496.0,Besar (>5000 Ha),Active,20.0,2007-07-12,2027-07-11,-5.414,122.033,10615.77,46.38,57734.87,Jauh (>150 km),1152825,5212,5374,96.99,Hampir Tercapai,365579,67684,46186,700785,1180234,31.0,59.4,5.7,3.9,Spot Contract,PT Vale Indonesia,295118290,15661,CAPEX,293938056,Profitable,20,37,15851,42.4,97.16,84.98,57641.0,31157.0,1,Tidak,0.0,2.1,Perlu Perhatian
1608,2790000000,Nikel Wulu,TALAGA RAYA,BUTON,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,22300000,276297,283496.0,Besar (>5000 Ha),Active,20.0,2007-07-12,2027-07-11,-5.436,122.0012,13982.16,514.78,59964.0,Jauh (>150 km),1707146,5350,5468,97.84,Hampir Tercapai,233826,52115,49703,510369,846013,27.6,60.3,6.2,5.9,FOB Motorship,PT Vale Indonesia,317188758,15810,CAPEX,316342745,Profitable,25,54,12611,48.9,91.08,86.03,68286.0,31614.0,2,Tidak,0.15,1.56,Aman
1579,2557000000,Nikel Tapunggaya 4 (Blok Utara),MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,4200000,48216,310.0,Kecil (<1000 Ha),Active,15.5,2017-06-05,2032-12-12,-3.3543,122.2748,61668.29,433.84,33733.67,Jauh (>150 km),1762537,2050,2021,101.43,Tercapai,258193,147609,68238,791541,1265581,20.4,62.5,11.7,5.4,CIF,PT IMIP,329552520,15655,CAPEX,328286939,Profitable,23,43,13141,42.9,87.56,79.83,76632.0,40989.0,2,Tidak,0.28,1.56,Aman
1613,2795000000,Nikel Tapunggaya 4 (Blok Selatan),MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,5600000,65464,310.0,Kecil (<1000 Ha),Active,15.5,2017-06-05,2032-12-12,-3.3728,122.2657,63487.91,641.33,35820.28,Jauh (>150 km),1081217,5156,5055,102.0,Tercapai,242354,81636,70515,565671,960176,25.2,58.9,8.5,7.3,CIF,PT IWIP,263714471,15743,OPEX,262754295,Profitable,27,62,14067,47.5,89.9,87.86,40045.0,17439.0,0,Tidak,0.17,0.98,Aman
1606,2788000000,Nikel Binanga,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,1979250,2528491875,185.0,Kecil (<1000 Ha),Active,20.0,2011-06-23,2031-06-23,-3.3755,122.3089,64799.69,590.46,36364.71,Jauh (>150 km),1847131,1726,1772,97.4,Hampir Tercapai,226633,61201,30293,740717,1058844,21.4,70.0,5.8,2.9,CIF,PT Aneka Tambang,308962485,15687,CAPEX,307903641,Profitable,17,55,19562,10.7,90.12,72.88,108655.0,33584.0,0,Tidak,0.14,1.23,Aman
1553,2531000000,Nikel Tambea,POMALAA,KOLAKA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,5000000,5775,260.0,Kecil (<1000 Ha),Active,10.0,2017-08-26,2027-08-26,-4.2548,121.6219,9244.33,182.19,6476.73,Jauh (>150 km),932492,4424,4469,98.99,Hampir Tercapai,218000,67700,48891,416983,751574,29.0,55.5,9.0,6.5,Spot Contract,PT GNI,338251397,15887,OPEX,337499823,Profitable,20,62,22098,40.8,86.7,87.58,46625.0,15040.0,2,Tidak,0.23,2.19,Perlu Perhatian
1369,1161000000,Nikel Morombo (Bososi),MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,3740000,389606,1850.0,Menengah (1000-5000 Ha),Active,20.0,2011-06-06,2031-06-06,-3.378,122.201,63191.32,3055.37,37204.26,Jauh (>150 km),859336,5060,4867,103.97,Tercapai,237479,75525,72344,663692,1049040,22.6,63.3,7.2,6.9,CIF,PT GNI,327384976,15544,OPEX,326335936,Profitable,18,57,15055,29.6,87.12,71.92,47741.0,15076.0,0,Tidak,0.09,1.86,Aman
1493,2144000000,Nikel Wawoheo,LANGGIKIMA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,1500.0,Menengah (1000-5000 Ha),Active,20.2,2011-01-28,2031-03-28,-3.195,122.234,43513.99,56.37,16659.75,Jauh (>150 km),1523743,4638,5052,91.81,Hampir Tercapai,224022,115587,56522,579286,975417,23.0,59.4,11.9,5.8,CIF,PT IWIP,282941265,15961,OPEX,281965848,Profitable,28,50,17487,29.5,93.9,73.07,54419.0,30475.0,0,Tidak,0.26,1.4,Aman
1429,1420000000,Nikel Wakalambe,KAB. BUTON,BUTON,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,675.0,Kecil (<1000 Ha),Active,20.0,2009-09-04,2029-09-04,-5.264,122.792,22585.65,276.79,98177.21,Jauh (>150 km),1455142,2125,2316,91.75,Hampir Tercapai,276085,139178,40264,585040,1040567,26.5,56.2,13.4,3.9,Spot Contract,PT IMIP,289271005,15997,CAPEX,288230438,Profitable,16,65,19509,45.5,89.41,80.68,90946.0,22387.0,1,Tidak,0.35,1.05,Perlu Perhatian
1411,1397000000,Nikel Matandahi,MOTUI,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,14300000,16016,4196.0,Menengah (1000-5000 Ha),Active,18.0,2009-12-22,2027-12-22,-3.8204,122.4413,22645.86,523.67,9541.33,Jauh (>150 km),709628,4623,5063,91.31,Hampir Tercapai,214260,77503,59675,506085,857523,25.0,59.0,9.0,7.0,Spot Contract,PT IWIP,339019605,15809,CAPEX,338162082,Profitable,21,51,18498,48.7,97.41,71.35,33792.0,13914.0,2,Tidak,0.29,0.32,Aman
1410,1395000000,Nikel Walalindu,ASERA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,616.0,Kecil (<1000 Ha),Active,10.5,2017-06-12,2027-12-22,-3.483,122.104,74977.26,593.66,51449.16,Jauh (>150 km),1749105,1873,1875,99.89,Hampir Tercapai,212255,118724,37246,788477,1156702,18.4,68.2,10.3,3.2,Spot Contract,PT IMIP,302541981,15801,OPEX,301385279,Profitable,12,68,6819,36.7,88.17,71.06,145759.0,25722.0,2,Tidak,0.05,0.53,Aman
1462,1930000000,Nikel Walalindu 1,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,31611070,40142444930,616.0,Kecil (<1000 Ha),Active,10.5,2017-06-12,2027-12-22,-3.5594,122.2274,60011.48,42.96,4361.23,Jauh (>150 km),799862,3396,3527,96.29,Hampir Tercapai,397964,56494,31091,557094,1042643,38.2,53.4,5.4,3.0,CIF,PT Vale Indonesia,261609930,15884,CAPEX,260567287,Profitable,27,69,24642,26.7,86.29,70.01,29625.0,11592.0,1,Tidak,0.42,0.64,Perlu Perhatian
1545,2523000000,Nikel Mosolo,WAWONII TENGGARA,KONAWE KEPULAUAN,SULAWESI TENGGARA,Nikel,EKSPLORASI,IUP,0,0,3175.0,Menengah (1000-5000 Ha),Active,18.4,2010-08-02,2028-12-30,-4.193,123.153,24412.79,590.46,19801.43,Jauh (>150 km),1707348,3379,3325,101.62,Tercapai,217538,51010,61621,740191,1070360,20.3,69.2,4.8,5.8,FOB Motorship,PT Vale Indonesia,339458811,15609,OPEX,338388451,Profitable,17,55,7461,25.5,94.8,78.73,100432.0,31043.0,0,Tidak,0.09,1.06,Aman
1546,2524000000,Nikel Nambo Jaya,WAWONII TENGGARA,KONAWE KEPULAUAN,SULAWESI TENGGARA,Nikel,EKSPLORASI,IUP,0,0,3175.0,Menengah (1000-5000 Ha),Active,18.4,2010-08-02,2028-12-30,-4.23,123.138,24412.79,590.46,19801.43,Jauh (>150 km),511043,2697,2695,100.07,Tercapai,214811,55493,55756,570041,896101,24.0,63.6,6.2,6.2,CIF,PT Aneka Tambang,253872260,15912,CAPEX,252976159,Profitable,16,58,12648,22.4,96.45,85.49,31940.0,8811.0,1,Tidak,0.38,2.37,Perlu Perhatian
1575,2553000000,Nikel Lahimbua,ANDOWIA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,14389510,181307826,38649.0,Besar (>5000 Ha),Active,13.4,2018-10-16,2032-03-10,-3.522,122.158,68241.82,445.74,5120.07,Jauh (>150 km),1695263,1416,1490,95.03,Hampir Tercapai,206021,142312,67825,419310,835468,24.7,50.2,17.0,8.1,Spot Contract,PT GNI,252339115,15620,CAPEX,251503647,Profitable,21,43,17704,21.3,88.62,70.7,80727.0,39425.0,2,Tidak,0.18,1.36,Aman
1497,2148000000,Nikel Samaenre,WOLO,KOLAKA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,6785.0,Besar (>5000 Ha),Active,20.0,2012-04-23,2032-04-23,-3.878,121.319,3484.03,864.94,3574.9,Jauh (>150 km),1680386,4724,4565,103.48,Tercapai,226508,108172,47241,751764,1133685,20.0,66.3,9.5,4.2,CIF,PT Vale Indonesia,282894365,15872,OPEX,281760680,Profitable,19,63,12470,22.6,87.63,83.05,88441.0,26673.0,0,Tidak,0.39,0.74,Perlu Perhatian
1314,301000000,Nikel Pit Pao pao,WOLO,KOLAKA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,6785.0,Besar (>5000 Ha),Active,20.0,2012-04-23,2032-04-23,-3.852,121.289,39216.25,60.64,1013.29,Jauh (>150 km),1670546,2815,2775,101.44,Tercapai,305583,130516,72714,474043,982856,31.1,48.2,13.3,7.4,Spot Contract,PT Vale Indonesia,270016597,15668,OPEX,269033741,Profitable,26,58,9105,9.0,87.41,86.46,64252.0,28803.0,1,Ya,0.1,0.44,Kritis
1498,2149000000,Nikel Wolo,WOLO,KOLAKA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,6785.0,Besar (>5000 Ha),Active,20.0,2012-04-23,2032-04-23,-3.843,121.269,41609.08,121.66,3423.91,Jauh (>150 km),1497276,3868,4112,94.07,Hampir Tercapai,365450,52172,51064,508136,976822,37.4,52.0,5.3,5.2,FOB Motorship,PT GNI,299549134,15910,CAPEX,298572312,Profitable,20,66,23390,8.5,91.79,73.36,74864.0,22686.0,0,Tidak,0.09,0.98,Aman
1499,2150000000,Nikel Ruby,WOLO,KOLAKA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,6785.0,Besar (>5000 Ha),Active,20.0,2012-04-23,2032-04-23,-3.872,121.286,38272.16,216.52,2441.59,Jauh (>150 km),1207350,2941,3081,95.46,Hampir Tercapai,346978,52223,66900,744442,1210543,28.7,61.5,4.3,5.5,Spot Contract,PT IMIP,279956919,15935,OPEX,278746376,Profitable,20,44,5502,40.1,91.09,72.94,60368.0,27440.0,0,Tidak,0.25,2.08,Perlu Perhatian
1500,2151000000,Nikel Jessica,WOLO,KOLAKA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,6785.0,Besar (>5000 Ha),Active,20.0,2012-04-23,2032-04-23,-3.864,121.287,38655.61,135.83,1685.47,Jauh (>150 km),1557748,2776,2931,94.71,Hampir Tercapai,316048,134879,35014,757497,1243438,25.4,60.9,10.8,2.8,FOB Motorship,PT IWIP,285631748,15614,CAPEX,284388310,Profitable,12,62,9163,25.1,88.37,87.22,129812.0,25125.0,0,Tidak,0.02,1.08,Aman
1550,2528000000,Nikel Emerald,WOLO,KOLAKA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,6785.0,Besar (>5000 Ha),Active,20.0,2012-04-23,2032-04-23,-3.868,121.24,42901.68,1198.79,663.85,Jauh (>150 km),915682,4649,5033,92.37,Hampir Tercapai,217004,60261,34857,766701,1078823,20.1,71.1,5.6,3.2,CIF,PT Vale Indonesia,306492216,15839,OPEX,305413393,Profitable,10,51,24852,46.9,85.59,86.46,91568.0,17955.0,2,Tidak,0.11,1.98,Aman
1551,2529000000,Nikel Saphire,WOLO,KOLAKA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,6785.0,Besar (>5000 Ha),Active,20.0,2012-04-23,2032-04-23,-3.876,121.28,38609.42,1887.5,3191.74,Jauh (>150 km),1671093,1648,1787,92.22,Hampir Tercapai,354883,65539,69141,570388,1059951,33.5,53.8,6.2,6.5,Spot Contract,PT Vale Indonesia,306059947,15774,OPEX,304999996,Profitable,17,41,19326,32.5,91.26,80.78,98300.0,40758.0,2,Tidak,0.36,2.05,Perlu Perhatian
1412,1398000000,Nikel Mandiodo 1,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,40587992,3977623216,309.0,Kecil (<1000 Ha),Active,10.7,2017-03-29,2027-12-22,-3.5615,122.2168,60610.21,1.37,4399.87,Jauh (>150 km),1333470,4599,4420,104.05,Tercapai,207450,101894,71699,702789,1083832,19.1,64.8,9.4,6.6,FOB Motorship,PT IWIP,343493120,15661,OPEX,342409288,Profitable,29,40,5826,6.6,97.47,86.38,45982.0,33337.0,0,Tidak,0.42,0.45,Perlu Perhatian
1513,2164000000,Nikel Tapungjaya 1,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,133397672,13072971856,309.0,Kecil (<1000 Ha),Active,10.7,2017-03-29,2027-12-22,-3.5632,122.1969,61962.06,63.47,45009.32,Jauh (>150 km),1188373,4308,4461,96.57,Hampir Tercapai,326182,110656,77120,531123,1045081,31.2,50.8,10.6,7.4,FOB Motorship,PT IMIP,298060914,15823,OPEX,297015833,Profitable,28,54,19846,12.1,93.48,71.86,42442.0,22007.0,2,Tidak,0.04,1.6,Aman
1569,2547000000,Nikel Wiwirano,LANGGIKIMA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,6348.0,Besar (>5000 Ha),Active,20.0,2010-06-23,2030-06-23,-3.167,122.237,40535.27,1419.03,13582.79,Jauh (>150 km),1258409,2831,2957,95.74,Hampir Tercapai,281866,72888,46231,696156,1097141,25.7,63.5,6.6,4.2,FOB Motorship,PT Aneka Tambang,306423155,16045,CAPEX,305326014,Profitable,22,46,24359,14.3,91.44,77.89,57200.0,27357.0,1,Tidak,0.44,2.41,Perlu Perhatian
1568,2546000000,Nikel Molore,LANGGIKIMA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,12921580,144721696,1957.0,Menengah (1000-5000 Ha),Active,20.0,2010-06-07,2030-06-07,-3.336,122.288,60004.39,176.66,31805.72,Jauh (>150 km),1353111,2499,2476,100.93,Tercapai,376435,94468,31113,601004,1103020,34.1,54.5,8.6,2.8,FOB Motorship,PT GNI,317794280,15501,OPEX,316691260,Profitable,22,38,6053,48.9,86.44,84.76,61505.0,35608.0,2,Tidak,0.4,1.12,Perlu Perhatian
1464,1932000000,Nikel Blok Paka Indah,LANGGIKIMA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,1957.0,Menengah (1000-5000 Ha),Active,20.0,2010-06-07,2030-06-07,-3.362,122.165,61293.12,1925.45,36557.27,Jauh (>150 km),555893,1397,1421,98.31,Hampir Tercapai,261506,117487,78995,420783,878771,29.8,47.9,13.4,9.0,FOB Motorship,PT IMIP,267423257,16026,CAPEX,266544486,Profitable,17,49,12695,14.8,88.28,75.15,32700.0,11345.0,2,Tidak,0.43,0.32,Perlu Perhatian
1450,1599000000,Nikel Pitulua,LASUSUA,KOLAKA UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,475.0,Kecil (<1000 Ha),Expired,15.0,2011-03-14,2026-03-14,-3.617,120.965,24061.94,908.63,45301.97,Jauh (>150 km),709695,5452,5240,104.05,Tercapai,327693,94285,60068,567097,1049143,31.2,54.1,9.0,5.7,CIF,PT IWIP,316696216,15970,CAPEX,315647073,Profitable,13,57,13832,28.2,88.83,85.05,54592.0,12451.0,0,Tidak,0.35,2.32,Perlu Perhatian
1581,2559000000,Nikel Pasir Panjang Boedingle,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,15153110,20683995150,200.0,Kecil (<1000 Ha),Active,19.0,2012-05-21,2031-05-21,-3.455,122.3821,61157.72,306.2,46584.19,Jauh (>150 km),868221,5375,5285,101.7,Tercapai,287999,88265,42356,587090,1005710,28.6,58.4,8.8,4.2,CIF,PT Vale Indonesia,336191146,15791,CAPEX,335185436,Profitable,10,46,6751,47.1,94.94,80.08,86822.0,18874.0,2,Tidak,0.34,2.23,Perlu Perhatian
1459,1927000000,Nikel Tambea,TANGGETADA,KOLAKA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,1000.0,Menengah (1000-5000 Ha),Active,17.7,2010-04-12,2027-12-31,-4.303,121.678,16723.92,241.97,12889.29,Jauh (>150 km),671795,2320,2387,97.19,Hampir Tercapai,304425,57179,68192,502948,932744,32.6,53.9,6.1,7.3,CIF,PT IMIP,281806414,15835,CAPEX,280873670,Profitable,16,68,8211,49.0,96.4,85.01,41987.0,9879.0,1,Tidak,0.26,1.4,Aman
1408,1392000000,Nikel Lamendai,TANGGETADA,KOLAKA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,1075.0,Menengah (1000-5000 Ha),Active,20.0,2010-04-12,2030-04-12,-4.312,121.695,18597.25,563.85,14980.43,Jauh (>150 km),1159420,1463,1530,95.62,Hampir Tercapai,387759,95187,75194,549787,1107927,35.0,49.6,8.6,6.8,CIF,PT IWIP,267834002,15703,OPEX,266726075,Profitable,16,62,7648,15.6,96.72,79.29,72464.0,18700.0,0,Tidak,0.33,1.47,Perlu Perhatian
1661,2941000000,Nikel Blok DTGP-1 (A),LASOLO,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,15125000,18104625,1382.0,Menengah (1000-5000 Ha),Active,20.0,2011-10-21,2031-10-21,-3.3884,122.2637,65148.52,182.15,37548.99,Jauh (>150 km),1502604,1994,1903,104.78,Tercapai,342549,130275,44240,601071,1118135,30.6,53.8,11.7,4.0,Spot Contract,PT GNI,284621445,15571,CAPEX,283503310,Profitable,13,52,7892,7.2,97.8,77.36,115585.0,28896.0,0,Tidak,0.46,0.69,Perlu Perhatian
1376,1187000000,Nikel Lasolo (DMS),LASOLO,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,35982780,453383028,130.0,Kecil (<1000 Ha),Active,20.0,2010-07-14,2030-07-14,-3.672,122.258,48657.11,385.36,31238.9,Jauh (>150 km),1481643,1690,1677,100.78,Tercapai,282911,112675,68483,419880,883949,32.0,47.5,12.7,7.7,CIF,PT Vale Indonesia,277503886,15814,CAPEX,276619937,Profitable,15,67,12474,11.9,97.77,74.38,98776.0,22114.0,2,Tidak,0.05,2.08,Perlu Perhatian
1477,1945000000,Nikel Morombo 1,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,18160890,22540480410,4961.0,Menengah (1000-5000 Ha),Active,20.0,2010-08-19,2030-08-19,-3.379,122.235,63654.42,26.2,36715.55,Jauh (>150 km),1206644,5012,4807,104.26,Tercapai,289478,139305,69377,460720,958880,30.2,48.0,14.5,7.2,CIF,PT IWIP,308514782,15948,CAPEX,307555902,Profitable,10,50,13740,7.8,97.39,74.17,120664.0,24133.0,1,Tidak,0.16,1.35,Aman
1662,2942000000,Nikel Blok PT FBS,LASUSUA,KOLAKA UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,101.0,Kecil (<1000 Ha),Expired,5.0,2012-01-27,2017-01-26,-3.563,120.9152,16779.41,1314.05,53293.77,Jauh (>150 km),1782620,4640,5056,91.77,Hampir Tercapai,340914,62617,55084,706713,1165328,29.3,60.6,5.4,4.7,CIF,PT GNI,336373589,15627,OPEX,335208261,Profitable,22,39,8997,13.8,85.93,85.03,81028.0,45708.0,1,Ya,0.04,0.28,Kritis
1547,2525000000,Nikel Latambaga,WAWONII TENGAH,KONAWE KEPULAUAN,SULAWESI TENGGARA,Nikel,EKSPLORASI,IUP,0,0,958.0,Kecil (<1000 Ha),Active,18.9,2010-01-10,2028-11-14,-4.086,123.021,24412.79,590.46,19801.43,Jauh (>150 km),1347854,2084,2028,102.76,Tercapai,269212,51101,61617,540771,922701,29.2,58.6,5.5,6.7,Spot Contract,PT IWIP,309643246,15894,OPEX,308720545,Profitable,28,36,10078,30.6,86.79,72.38,48138.0,37440.0,0,Tidak,0.47,1.77,Perlu Perhatian
1384,1254000000,Nikel Roko roko,WAWONII TENGGARA,KONAWE KEPULAUAN,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,25000000,21630,8509.0,Besar (>5000 Ha),Active,20.0,2008-11-14,2028-11-14,-4.217,123.117,25951.2,3171.2,58233.74,Jauh (>150 km),618796,4441,4461,99.55,Hampir Tercapai,233571,104815,43475,643353,1025214,22.8,62.8,10.2,4.2,FOB Motorship,PT Aneka Tambang,262551145,15911,OPEX,261525931,Profitable,23,67,8036,46.1,88.96,71.72,26904.0,9236.0,2,Tidak,0.22,2.39,Perlu Perhatian
1424,1415000000,Nikel Watumbohuti 1,PALANGGA SELATAN,KONAWE SELATAN,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,9950690,118413211,584.0,Kecil (<1000 Ha),Active,10.0,2018-11-12,2028-11-12,-4.409,122.407,6935.46,566.14,7613.1,Jauh (>150 km),1647498,1961,2135,91.85,Hampir Tercapai,293530,67860,76458,626316,1064164,27.6,58.9,6.4,7.2,CIF,PT Aneka Tambang,281469991,15917,CAPEX,280405827,Profitable,18,68,20717,29.2,92.19,73.53,91528.0,24228.0,0,Tidak,0.34,2.11,Perlu Perhatian
1426,1417000000,Nikel Sangi sangi,LAEYA,KONAWE SELATAN,SULAWESI TENGGARA,Nikel,EKSPLORASI,IUP,16175080,16983834,230162.0,Besar (>5000 Ha),Active,20.0,2018-07-30,2038-07-30,-4.424,122.459,24412.79,590.46,19801.43,Jauh (>150 km),1361900,2871,2905,98.83,Hampir Tercapai,213645,109399,79155,620487,1022686,20.9,60.7,10.7,7.7,FOB Motorship,PT Vale Indonesia,318931514,15687,CAPEX,317908828,Profitable,18,60,8446,33.2,86.26,73.51,75661.0,22698.0,0,Tidak,0.42,0.84,Perlu Perhatian
1529,2179000000,Nikel Blok Selatan Ngapaaha,TINANGGEA,KONAWE SELATAN,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,69546720,85194732,800.0,Kecil (<1000 Ha),Active,18.0,2010-09-08,2028-09-08,-4.396,122.1768,31584.75,461.12,2462.9,Jauh (>150 km),1452077,3868,3857,100.29,Tercapai,233942,140390,79050,565363,1018745,23.0,55.5,13.8,7.8,CIF,PT Aneka Tambang,283031788,15715,OPEX,282013043,Profitable,16,38,23059,14.1,96.0,86.46,90755.0,38213.0,1,Tidak,0.5,0.32,Perlu Perhatian
1367,1157000000,Nikel Blok Utara Ngapaaha,TINANGGEA,KONAWE SELATAN,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,74998550,77693579250,800.0,Kecil (<1000 Ha),Active,18.0,2010-09-08,2028-09-08,-4.382,122.179,31659.18,1331.18,301.62,Jauh (>150 km),1348059,3924,4351,90.19,Hampir Tercapai,284141,83713,66856,593326,1028036,27.6,57.7,8.1,6.5,CIF,PT IWIP,308639095,15728,OPEX,307611059,Profitable,12,45,15315,41.0,93.02,77.97,112338.0,29957.0,2,Tidak,0.08,2.36,Perlu Perhatian
1576,2554000000,Nikel Lameruru,LANGGIKIMA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,11000000,10844,576.0,Kecil (<1000 Ha),Active,19.9,2014-03-17,2034-01-17,-3.2491,122.29,5075.75,68.36,22242.42,Jauh (>150 km),1330369,4826,4985,96.81,Hampir Tercapai,359314,104949,32117,729564,1225944,29.3,59.5,8.6,2.6,CIF,PT GNI,319404501,15969,OPEX,318178557,Profitable,21,36,20857,32.8,92.05,89.81,63351.0,36955.0,0,Tidak,0.4,2.36,Perlu Perhatian
1501,2152000000,Nikel Wonua Kongga,LAEYA,KONAWE SELATAN,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,41691950,6262619,100.0,Kecil (<1000 Ha),Active,19.0,2010-01-11,2029-01-11,-4.435,122.491,4012.86,36.22,1509.12,Jauh (>150 km),635849,1621,1583,102.4,Tercapai,356283,118169,48322,786019,1308793,27.2,60.1,9.0,3.7,Spot Contract,PT IMIP,282916780,15995,OPEX,281607987,Profitable,21,36,17364,43.9,87.15,72.74,30279.0,17662.0,0,Tidak,0.44,1.42,Perlu Perhatian
1423,1414000000,Nikel Wotumbohuti,PALANGGA SELATAN,KONAWE SELATAN,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,10877410,13248685380,1670.0,Menengah (1000-5000 Ha),Active,10.0,2017-01-27,2027-01-27,-4.3925,122.3912,9443.26,5.04,7974.31,Jauh (>150 km),1338810,2082,2205,94.42,Hampir Tercapai,252140,65003,52246,502688,872077,28.9,57.6,7.5,6.0,CIF,PT IMIP,314741082,15727,OPEX,313869005,Profitable,10,43,9586,47.7,88.29,83.07,133881.0,31135.0,1,Tidak,0.02,1.68,Aman
